attack,gt_uuid,status,gt_type,gt_name,our_type,our_name,our_cmdline,type_match,name_match,mismatch_reason,resolved_uuid
fivedirections_e3_firefox_0411,57bec9ec-cb15-4d37-9c13-c07f2e688cad,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\System32\\\\drivers\\\\etc\\\\hosts""}",file,\Device\HarddiskVolume2\Windows\System32\drivers\etc\hosts,,1,1,,57bec9ec-cb15-4d37-9c13-c07f2e688cad
fivedirections_e3_firefox_0411,8ee116e4-fcfd-4934-8822-f14e8b9c45db,direct,file,"{""Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Document.rtf""}",file,Device\HarddiskVolume2\Users\admin\Documents\Document.rtf,,1,1,,8ee116e4-fcfd-4934-8822-f14e8b9c45db
fivedirections_e3_firefox_0411,4b9a91ff-9531-4338-91f3-2f09168e423f,direct,file,"{""C:\\\\Users\\\\admin\\\\Documents\\\\Document.rtf""}",file,C:\Users\admin\Documents\Document.rtf,,1,1,,4b9a91ff-9531-4338-91f3-2f09168e423f
fivedirections_e3_firefox_0411,ed6eb0c5-6d59-4fd3-b2b8-809c49183af8,thread→process,process,None None,process,wordpad.exe,"""C:\Program Files\Windows NT\Accessories\wordpad.exe"" ",1,1,,cc990d40-5c2e-44da-a22f-74d985692ecd
fivedirections_e3_firefox_0411,782f5774-7e01-44b8-989e-e2cfa54a0e0d,direct,file,"{""Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\MissleAlert.rtf""}",file,Device\HarddiskVolume2\Users\admin\Documents\MissleAlert.rtf,,1,1,,782f5774-7e01-44b8-989e-e2cfa54a0e0d
fivedirections_e3_firefox_0411,02edfe8d-ac2d-4b93-85f5-4da6a16f32ee,direct,file,"{""C:\\\\Users\\\\admin\\\\Documents\\\\MissleAlert.rtf""}",file,C:\Users\admin\Documents\MissleAlert.rtf,,1,1,,02edfe8d-ac2d-4b93-85f5-4da6a16f32ee
fivedirections_e3_firefox_0411,6deb1fcb-cd94-4c14-bd95-e2dc1e087105,thread→process,process,None None,process,msmpeng.exe,"""C:\ProgramData\Microsoft\Windows Defender\platform\4.12.17007.18022-0\MsMpEng.exe""",1,1,,cf274a26-147a-40e0-959c-bc9638550520
fivedirections_e3_firefox_0411,236258ac-bee3-4888-a2ec-7609ad28731f,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\MissleAlert.rtf""}",file,\Device\HarddiskVolume2\Users\admin\Documents\MissleAlert.rtf,,1,1,,236258ac-bee3-4888-a2ec-7609ad28731f
fivedirections_e3_firefox_0411,2a9fba61-0097-42e9-b093-ac97ffbf809c,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\System32\\\\KernelBase.dll""}",file,\Device\HarddiskVolume2\Windows\System32\KernelBase.dll,,1,1,,2a9fba61-0097-42e9-b093-ac97ffbf809c
fivedirections_e3_firefox_0411,6245414e-384b-4a9f-99a7-613d11c06cca,thread→process,process,None None,process,wordpad.exe,"""C:\Program Files\Windows NT\Accessories\wordpad.exe"" ",1,1,,cc990d40-5c2e-44da-a22f-74d985692ecd
fivedirections_e3_firefox_0411,fbc53640-d8fa-4876-b4c4-bdcbc5b54c81,direct,file,"{""Device\\\\HarddiskVolume2\\\\Windows\\\\System32\\\\drivers\\\\etc\\\\hosts""}",file,Device\HarddiskVolume2\Windows\System32\drivers\etc\hosts,,1,1,,fbc53640-d8fa-4876-b4c4-bdcbc5b54c81
fivedirections_e3_firefox_0411,b8ca5857-4c0f-4e3c-8cda-25f7107199db,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Document.rtf""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Document.rtf,,1,1,,b8ca5857-4c0f-4e3c-8cda-25f7107199db
fivedirections_e3_firefox_0411,6a6b1f91-cff0-4dd9-a2a2-314d47d42cec,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\malicious.rtf""}",file,\Device\HarddiskVolume2\Users\admin\Documents\malicious.rtf,,1,1,,6a6b1f91-cff0-4dd9-a2a2-314d47d42cec
fivedirections_e3_firefox_0411,3f01c20b-37b1-4f0b-bd6b-c5eea03987e4,direct,file,"{""C:\\\\Users\\\\admin\\\\Documents\\\\malicious.rtf""}",file,C:\Users\admin\Documents\malicious.rtf,,1,1,,3f01c20b-37b1-4f0b-bd6b-c5eea03987e4
fivedirections_e3_firefox_0411,ef386827-c58c-41f0-a48a-fdfb892ab28f,direct,netflow,128.55.12.67:57911->193.189.212.26:80,netflow,128.55.12.67:57911->193.189.212.26:80,,1,1,,ef386827-c58c-41f0-a48a-fdfb892ab28f
fivedirections_e3_firefox_0411,0d5188c6-631e-4851-9866-4786e29fded7,direct,file,"{""Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\malicious.rtf""}",file,Device\HarddiskVolume2\Users\admin\Documents\malicious.rtf,,1,1,,0d5188c6-631e-4851-9866-4786e29fded7
fivedirections_e3_firefox_0411,255e412f-efdc-4a34-aacb-878071c24533,thread→process,process,None None,process,msmpeng.exe,"""C:\ProgramData\Microsoft\Windows Defender\platform\4.12.17007.18022-0\MsMpEng.exe""",1,1,,cf274a26-147a-40e0-959c-bc9638550520
fivedirections_e3_firefox_0411,dc15fe65-2b7f-47df-8120-dd085c814ab1,direct,netflow,128.55.12.67:53990->27.56.56.211:80,netflow,128.55.12.67:53990->27.56.56.211:80,,1,1,,dc15fe65-2b7f-47df-8120-dd085c814ab1
fivedirections_e3_firefox_0411,7e7dda23-ca19-454d-9a77-dfb533935682,direct,file,"{""C:\\\\Windows\\\\System32\\\\drivers\\\\etc\\\\hosts""}",file,C:\Windows\System32\drivers\etc\hosts,,1,1,,7e7dda23-ca19-454d-9a77-dfb533935682
fivedirections_e3_firefox_0411,96172979-436a-490b-add2-741b23e59f8c,direct,file,"{""Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\trains.docx""}",file,Device\HarddiskVolume2\Users\admin\Documents\trains.docx,,1,1,,96172979-436a-490b-add2-741b23e59f8c
fivedirections_e3_firefox_0411,9e8f6990-153b-4a4b-8499-3aaac2008e5b,direct,file,"{""C:\\\\Users\\\\admin\\\\Documents\\\\trains.rtf""}",file,C:\Users\admin\Documents\trains.rtf,,1,1,,9e8f6990-153b-4a4b-8499-3aaac2008e5b
fivedirections_e3_firefox_0411,4c1954fb-0316-485d-904b-31344d6649da,direct,file,"{""Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\trains.rtf""}",file,Device\HarddiskVolume2\Users\admin\Documents\trains.rtf,,1,1,,4c1954fb-0316-485d-904b-31344d6649da
fivedirections_e3_firefox_0411,3ea7fb5e-0598-4974-9600-0cb44abb35ba,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\trains.rtf""}",file,\Device\HarddiskVolume2\Users\admin\Documents\trains.rtf,,1,1,,3ea7fb5e-0598-4974-9600-0cb44abb35ba
fivedirections_e3_firefox_0411,8369e7bb-1cb8-4248-bb56-eeb748f1e10f,direct,process,"None \""C:\\Program Files\\Mozilla Firefox\\firefox.exe\"" ",process,firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" ",1,0,"gt_exe=\""c:\\program",8369e7bb-1cb8-4248-bb56-eeb748f1e10f
fivedirections_e3_firefox_0411,6dad2a77-ca08-43ed-919c-05df2aba0aee,direct,file,"{""C:\\\\Users\\\\admin\\\\Documents\\\\Missledefence.doc""}",file,C:\Users\admin\Documents\Missledefence.doc,,1,1,,6dad2a77-ca08-43ed-919c-05df2aba0aee
fivedirections_e3_firefox_0411,d80128c7-d77d-4e27-87ff-86fa77a876e3,direct,file,"{""Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Missledefence.doc""}",file,Device\HarddiskVolume2\Users\admin\Documents\Missledefence.doc,,1,1,,d80128c7-d77d-4e27-87ff-86fa77a876e3
fivedirections_e3_firefox_0411,0a70cd92-c604-45d9-896c-f987e0f7adae,direct,file,"{""C:\\\\Users\\\\admin\\\\Documents\\\\trains.docx""}",file,C:\Users\admin\Documents\trains.docx,,1,1,,0a70cd92-c604-45d9-896c-f987e0f7adae
fivedirections_e3_firefox_0411,931a0745-8ace-491d-809c-87a23ec81c17,direct,file,"{""C:\\\\Users\\\\admin\\\\Documents\\\\test.docx""}",file,C:\Users\admin\Documents\test.docx,,1,1,,931a0745-8ace-491d-809c-87a23ec81c17
fivedirections_e3_firefox_0411,bc25410c-b76b-41dc-bcb6-a0d6c2eded5c,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Missledefence.doc""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Missledefence.doc,,1,1,,bc25410c-b76b-41dc-bcb6-a0d6c2eded5c
fivedirections_e3_firefox_0411,698bde81-3f54-4cfc-8091-5d8491706fed,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\test.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\test.docx,,1,1,,698bde81-3f54-4cfc-8091-5d8491706fed
fivedirections_e3_firefox_0411,b64310f3-d91f-4e7d-89bb-c3cb0522ac55,direct,file,"{""Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\test.docx""}",file,Device\HarddiskVolume2\Users\admin\Documents\test.docx,,1,1,,b64310f3-d91f-4e7d-89bb-c3cb0522ac55
fivedirections_e3_firefox_0411,50a0ea8b-7c32-4638-a0ee-304678e1efea,thread→process,process,None None,process,firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" ",1,1,,8369e7bb-1cb8-4248-bb56-eeb748f1e10f
fivedirections_e3_firefox_0411,58efdad0-cfd5-4012-9f5f-03b43906a905,thread→process,process,None None,process,firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" ",1,1,,8369e7bb-1cb8-4248-bb56-eeb748f1e10f
fivedirections_e3_firefox_0411,ec170976-6f4a-473a-9a53-6dbda46b8865,thread→process,process,None None,process,firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" ",1,1,,8369e7bb-1cb8-4248-bb56-eeb748f1e10f
fivedirections_e3_firefox_0411,66b504d5-8f99-440d-95f9-9252db693798,thread→process,process,None None,process,firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" ",1,1,,8369e7bb-1cb8-4248-bb56-eeb748f1e10f
fivedirections_e3_firefox_0411,9b994a20-688a-4003-a527-32f816a6b2d3,direct,file,"{""C:\\\\Program Files\\\\Mozilla Firefox\\\\browser\\\\features\\\\firefox@getpocket.com.xpi""}",file,C:\Program Files\Mozilla Firefox\browser\features\firefox@getpocket.com.xpi,,1,1,,9b994a20-688a-4003-a527-32f816a6b2d3
fivedirections_e3_firefox_0411,04746262-ae9d-40c0-8b1c-cac7044bd363,thread→process,process,None None,process,firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" ",1,1,,8369e7bb-1cb8-4248-bb56-eeb748f1e10f
